"고유번호","환승시작역","환승시작 코드","환승시작 호선","하차 열차 방면","하차위치(호차)","하차위치(문)","환승종료역","환승 열차 방면","환승 승차위치(호차)","환승 승차위치(문)","소요시간"
1,서울역,"0150","1",시청 방면,"10","4","0427",숙대입구 방면,"1","1","03:34"
2,서울역,"0150","1",남영 방면,"1","2","0425",회현 방면,"10","4","03:40"
3,서울역,"0150","1",남영 방면,"1","2","0427",숙대입구 방면,"1","1","03:34"
4,서울역,"0150","1",시청 방면,"10","4","0425",회현 방면,"10","4","03:40"
5,서울역,"0150","1",남영 방면,"1","2","4202",공덕 방면,"2","4","15:56"
6,서울역,"0150","1",시청 방면,"10","4","4202",공덕 방면,"2","4","15:56"
7,시청,"0151","1",서울역 방면,"1","1","0243",충정로 방면,"1","1","04:00"
8,시청,"0151","1",서울역 방면,"1","1","0202",을지로입구 방면,"10","4","04:00"
9,시청,"0151","1",종각 방면,"10","4","0243",충정로 방면,"1","1","02:03"
10,시청,"0151","1",종각 방면,"10","4","0202",을지로입구 방면,"10","4","02:03"
11,종로3가,"0153","1",종각 방면,"6","2","0320",을지로3가 방면,"10","4","02:34"
12,종로3가,"0153","1",종로5가 방면,"4","2","0318",안국 방면,"2","3","05:19"
13,종로3가,"0153","1",종각 방면,"6","2","0318",안국 방면,"1","1","03:27"
14,종로3가,"0153","1",종로5가 방면,"6","4","0320",을지로3가 방면,"2","2","02:27"
15,종로3가,"0153","1",종각 방면,"7","3","2534",광화문 방면,"1","1","08:24"
16,종로3가,"0153","1",종로5가 방면,"6","4","2534",광화문 방면,"1","1","07:06"
17,종로3가,"0153","1",종로5가 방면,"6","1","2536",을지로4가 방면,"8","4","07:38"
18,종로3가,"0153","1",종각 방면,"7","3","2536",을지로4가 방면,"8","4","09:14"
19,동대문,"0155","1",종로5가 방면,"1","3","0422",동대문역사문화공원 방면,"4","1","04:13"
20,동대문,"0155","1",동묘앞 방면,"9","3","0420",혜화 방면,"3","3","05:25"
21,동대문,"0155","1",종로5가 방면,"1","3","0420",혜화 방면,"3","3","05:09"
22,동대문,"0155","1",동묘앞 방면,"9","3","0422",동대문역사문화공원 방면,"3","4","05:28"
23,신설동,"0156","1",동묘앞 방면,"9","4","0250",용두 방면,"4","4","05:00"
24,신설동,"0156","1",제기동 방면,"9","3","0250",용두 방면,"4","2","06:45"
25,신설동,"0156","1",제기동 방면,"9","4","4712",보문 방면,"1","2","03:27"
26,신설동,"0156","1",동묘앞 방면,"2","1","4712",보문 방면,"1","2","04:12"
27,청량리,"0158","1",회기 방면,"1","1","1013",왕십리 방면,"5","3","09:10"
28,청량리,"0158","1",회기 방면,"1","1","101C",회기 방면,"5","3","05:56"
29,청량리,"0158","1",제기동 방면,"10","4","1013",왕십리 방면,"8","4","09:10"
30,청량리,"0158","1",제기동 방면,"10","4","101C",회기 방면,"5","3","05:56"
31,청량리,"0158","1",제기동 방면,"10","4","1307",회기 방면,"8","4","05:56"
32,청량리,"0158","1",회기 방면,"1","1","1307",회기 방면,"8","4","05:56"
33,청량리,"0158","1",회기 방면,"1","1","102C",왕십리 방면,"8","4","05:40"
34,청량리,"0158","1",제기동 방면,"10","4","102C",왕십리 방면,"8","4","05:40"
35,동묘앞,"0159","1",동대문 방면,"2","4","2638",창신 방면,"7","3","03:33"
36,동묘앞,"0159","1",동대문 방면,"2","4","2636",신당 방면,"2","3","03:33"
37,동묘앞,"0159","1",신설동 방면,"9","1","2638",창신 방면,"7","3","03:36"
38,동묘앞,"0159","1",신설동 방면,"9","1","2636",신당 방면,"2","3","03:36"
39,용산,"1003","1",노량진 방면,"1","1","1008",이촌 방면,"8","4","03:52"
40,용산,"1003","1",노량진 방면,"1","1","1261",효창공원앞 방면,"1","2","03:42"
41,용산,"1003","1",남영 방면,"10","2","1008",이촌 방면,"8","4","03:48"
42,용산,"1003","1",남영 방면,"10","2","1261",효창공원앞 방면,"1","2","03:32"
43,노량진,"1004","1",용산 방면,"5","2","4116",샛강 방면,"2","3","05:13"
44,노량진,"1004","1",용산 방면,"5","2","4118",노들 방면,"5","2","05:20"
45,노량진,"1004","1",대방 방면,"3","1","4118",노들 방면,"5","2","03:40"
46,노량진,"1004","1",대방 방면,"3","1","4116",샛강 방면,"2","3","03:35"
47,신도림,"1007","1",영등포 방면,"5","2","0235",문래 방면,"7","2","02:36"
48,신도림,"1007","1",영등포 방면,"5","1","0247",도림천 방면,"1","1","02:17"
49,신도림,"1007","1",구로 방면,"6","2","0247",도림천 방면,"4","1","01:43"
50,신도림,"1007","1",구로 방면,"6","2","0233",대림 방면,"4","3","01:57"
51,신도림,"1007","1",영등포 방면,"5","1","0233",대림 방면,"4","3","02:20"
52,신도림,"1007","1",구로 방면,"7","3","0235",문래 방면,"9","3","03:30"
53,회기,"1015","1",외대앞 방면,"4","2","1014",청량리 방면,"3","3","02:03"
54,회기,"1015","1",청량리 방면,"4","3","1201",중랑 방면,"6","2","02:15"
55,회기,"1015","1",청량리 방면,"7","2","1014",청량리 방면,"3","3","02:03"
56,회기,"1015","1",외대앞 방면,"7","3","1201",중랑 방면,"6","2","02:21"
57,회기,"1015","1",청량리 방면,"7","2","1308",중랑 방면,"3","3","02:09"
58,회기,"1015","1",외대앞 방면,"4","2","1306",청량리 방면,"6","2","02:09"
59,회기,"1015","1",외대앞 방면,"4","2","1308",중랑 방면,"3","3","02:09"
60,회기,"1015","1",청량리 방면,"7","2","1306",청량리 방면,"6","2","02:09"
61,석계,"1018","1",신이문 방면,"1","1","2646",태릉입구 방면,"4","2","05:17"
62,석계,"1018","1",광운대 방면,"10","4","2646",태릉입구 방면,"4","3","05:18"
63,석계,"1018","1",광운대 방면,"10","4","2644",돌곶이 방면,"5","2","05:19"
64,석계,"1018","1",신이문 방면,"1","1","2644",돌곶이 방면,"5","2","05:25"
65,창동,"1022","1",방학 방면,"4","4","0411",노원 방면,"10","4","02:10"
66,창동,"1022","1",녹천 방면,"7","2","0411",노원 방면,"10","4","02:11"
67,창동,"1022","1",방학 방면,"4","4","0413",쌍문 방면,"5","4","02:15"
68,창동,"1022","1",녹천 방면,"7","2","0413",쌍문 방면,"5","4","02:34"
69,신길,"1032","1",대방 방면,"9","1","2527",여의도 방면,"7","3","07:05"
70,신길,"1032","1",영등포 방면,"2","4","2527",여의도 방면,"7","3","06:50"
71,신길,"1032","1",영등포 방면,"2","4","2525",영등포시장 방면,"2","1","07:07"
72,신길,"1032","1",대방 방면,"9","1","2525",영등포시장 방면,"2","1","07:18"
73,가산디지털단지,"1702","1",구로 방면,"10","3","2747",남구로 방면,"5","1","04:13"
74,가산디지털단지,"1702","1",구로 방면,"10","3","2749",철산 방면,"4","3","03:44"
75,가산디지털단지,"1702","1",독산 방면,"1","2","2749",철산 방면,"4","3","04:02"
76,가산디지털단지,"1702","1",독산 방면,"1","2","2747",남구로 방면,"5","1","05:23"
77,금천구청,"1703","1",석수 방면,"7","1","1750",광명 방면,"7","1","00:00"
78,금정,"1708","1",군포 방면,"4","2","1457",범계 방면,"4","2","01:53"
79,금정,"1708","1",명학 방면,"7","3","1457",범계 방면,"4","2","00:03"
80,금정,"1708","1",명학 방면,"7","3","1751",산본 방면,"7","3","01:54"
81,금정,"1708","1",군포 방면,"4","2","1751",산본 방면,"7","3","00:03"
82,수원,"1713","1",화서 방면,"8","2","1872",매교 방면,"4","2","04:02"
83,수원,"1713","1",세류 방면,"6","4","1872",매교 방면,"4","2","05:09"
84,수원,"1713","1",세류 방면,"1","3","1873",고색 방면,"4","2","05:38"
85,수원,"1713","1",화서 방면,"8","2","1873",고색 방면,"4","2","04:12"
86,부평,"1806","1",백운 방면,"7","3","3121",동수 방면,"5","1","07:22"
87,부평,"1806","1",부개 방면,"7","3","3119",부평시장 방면,"1","4","07:17"
88,부평,"1806","1",백운 방면,"7","3","3119",부평시장 방면,"1","4","07:20"
89,부평,"1806","1",부개 방면,"7","3","3121",동수 방면,"1","1","07:20"
90,주안,"1809","1",간석 방면,"10","1","3217",주안국가산단 방면,"1","1","04:06"
91,주안,"1809","1",도화 방면,"1","4","3217",주안국가산단 방면,"1","1","03:45"
92,주안,"1809","1",도화 방면,"1","4","3219",시민공원 방면,"2","3","03:51"
93,주안,"1809","1",간석 방면,"10","1","3219",시민공원 방면,"2","3","04:11"
94,소사,"1814","1",부천 방면,"6","2","4805",소새울 방면,"4","4","05:35"
95,소사,"1814","1",역곡 방면,"3","4","4805",소새울 방면,"4","4","05:08"
96,온수,"1821","1",오류동 방면,"10","4","2751",천왕 방면,"1","1","03:29"
97,온수,"1821","1",오류동 방면,"10","4","3753",까치울 방면,"8","4","03:32"
98,온수,"1821","1",역곡 방면,"1","1","3753",까치울 방면,"8","4","03:49"
99,온수,"1821","1",역곡 방면,"1","1","2751",천왕 방면,"1","1","03:45"
100,도봉산,"1903","1",망월사 방면,"7","2","2713",수락산 방면,"7","2","03:43"
101,도봉산,"1903","1",도봉 방면,"4","3","2711",장암 방면,"4","1","05:54"
102,도봉산,"1903","1",망월사 방면,"7","2","2711",장암 방면,"4","1","05:53"
103,도봉산,"1903","1",도봉 방면,"4","3","2713",수락산 방면,"7","2","03:37"
104,회룡,"1905","1",의정부 방면,"5","3","4603",범골 방면,"1","1","06:55"
105,회룡,"1905","1",의정부 방면,"5","3","4601",발곡 방면,"2","1","04:03"
106,회룡,"1905","1",망월사 방면,"8","3","4601",발곡 방면,"2","1","03:25"
107,회룡,"1905","1",망월사 방면,"8","3","4603",범골 방면,"1","1","05:20"
108,시청,"0201","2",을지로입구 방면,"1","1","0150",서울역 방면,"10","4","04:00"
109,시청,"0201","2",충정로 방면,"10","4","0150",서울역 방면,"10","4","04:00"
110,시청,"0201","2",충정로 방면,"10","4","0152",종각 방면,"1","1","02:03"
111,시청,"0201","2",을지로입구 방면,"1","1","0152",종각 방면,"1","1","02:03"
112,을지로3가,"0203","2",을지로입구 방면,"10","4","0319",종로3가 방면,"7","2","03:28"
113,을지로3가,"0203","2",을지로4가 방면,"1","1","0321",충무로 방면,"7","2","03:23"
114,을지로3가,"0203","2",을지로4가 방면,"1","1","0319",종로3가 방면,"4","2","02:39"
115,을지로3가,"0203","2",을지로입구 방면,"10","4","0321",충무로 방면,"4","2","03:28"
116,을지로4가,"0204","2",을지로3가 방면,"4","2","2535",종로3가 방면,"1","1","04:18"
117,을지로4가,"0204","2",동대문역사문화공원 방면,"4","3","2535",종로3가 방면,"1","1","03:37"
118,을지로4가,"0204","2",동대문역사문화공원 방면,"4","3","2537",동대문역사문화공원 방면,"8","4","03:37"
119,을지로4가,"0204","2",을지로3가 방면,"4","2","2537",동대문역사문화공원 방면,"8","4","04:18"
120,동대문역사문화공원,"0205","2",을지로4가 방면,"3","3","0423",충무로 방면,"1","2","03:23"
121,동대문역사문화공원,"0205","2",을지로4가 방면,"2","3","0421",동대문 방면,"8","3","01:56"
122,동대문역사문화공원,"0205","2",신당 방면,"8","2","0423",충무로 방면,"1","2","03:23"
123,동대문역사문화공원,"0205","2",신당 방면,"9","1","0421",동대문 방면,"8","3","00:43"
124,동대문역사문화공원,"0205","2",신당 방면,"8","2","2536",을지로4가 방면,"1","2","07:00"
125,동대문역사문화공원,"0205","2",신당 방면,"8","2","2538",청구 방면,"8","4","07:00"
126,동대문역사문화공원,"0205","2",을지로4가 방면,"3","3","2538",청구 방면,"8","4","07:00"
127,동대문역사문화공원,"0205","2",을지로4가 방면,"3","3","2536",을지로4가 방면,"1","2","07:00"
128,신당,"0206","2",상왕십리 방면,"10","4","2637",동묘앞 방면,"1","1","07:07"
129,신당,"0206","2",동대문역사문화공원 방면,"1","1","2635",청구 방면,"8","4","07:01"
130,신당,"0206","2",동대문역사문화공원 방면,"1","1","2637",동묘앞 방면,"1","1","07:01"
131,신당,"0206","2",상왕십리 방면,"10","4","2635",청구 방면,"8","4","07:07"
132,왕십리,"0208","2",한양대 방면,"6","1","2540",행당 방면,"5","2","05:01"
133,왕십리,"0208","2",상왕십리 방면,"5","4","2542",마장 방면,"4","2","03:57"
134,왕십리,"0208","2",한양대 방면,"6","1","2542",마장 방면,"4","2","03:55"
135,왕십리,"0208","2",상왕십리 방면,"5","4","2540",행당 방면,"5","2","05:03"
136,왕십리,"0208","2",한양대 방면,"2","3","1012",응봉 방면,"7","1","02:13"
137,왕십리,"0208","2",한양대 방면,"2","3","1014",청량리 방면,"2","4","02:13"
138,왕십리,"0208","2",상왕십리 방면,"7","1","1012",응봉 방면,"7","1","03:34"
139,왕십리,"0208","2",상왕십리 방면,"7","1","1014",청량리 방면,"2","4","03:34"
140,왕십리,"0208","2",상왕십리 방면,"8","4","1847",서울숲 방면,"1","3","03:49"
141,왕십리,"0208","2",상왕십리 방면,"8","4","1845",청량리 방면,"5","4","03:49"
142,왕십리,"0208","2",한양대 방면,"3","1","1847",서울숲 방면,"1","3","05:02"
143,왕십리,"0208","2",한양대 방면,"3","1","1845",청량리 방면,"5","4","03:49"
144,성수,"0211","2",건대입구 방면,"10","4","0244",용답 방면,"1","1","03:32"
145,성수,"0211","2",뚝섬 방면,All,All,"0244",용답 방면,All,All,"00:05"
146,건대입구,"0212","2",구의 방면,"8","3","2730",자양 방면,"8","4","03:44"
147,건대입구,"0212","2",구의 방면,"7","3","2728",어린이대공원 방면,"1","1","05:25"
148,건대입구,"0212","2",성수 방면,"3","2","2730",자양 방면,"8","4","03:49"
149,건대입구,"0212","2",성수 방면,"3","2","2728",어린이대공원 방면,"1","1","05:35"
150,잠실,"0216","2",잠실새내 방면,"10","3","2814",몽촌토성 방면,"1","1","04:01"
151,잠실,"0216","2",잠실새내 방면,"10","3","2816",석촌 방면,"6","4","03:58"
152,잠실,"0216","2",잠실나루 방면,"1","1","2816",석촌 방면,"6","4","04:11"
153,잠실,"0216","2",잠실나루 방면,"1","1","2814",몽촌토성 방면,"1","1","04:01"
154,종합운동장,"0218","2",잠실새내 방면,"9","3","4131",삼전 방면,"1","4","06:52"
155,종합운동장,"0218","2",잠실새내 방면,"9","3","4129",봉은사 방면,"5","4","06:58"
156,종합운동장,"0218","2",삼성 방면,"2","1","4129",봉은사 방면,"5","4","07:06"
157,종합운동장,"0218","2",삼성 방면,"2","1","4131",삼전 방면,"1","4","07:01"
158,선릉,"0220","2",삼성 방면,"5","3","1850",선정릉 방면,"1","1","02:06"
159,선릉,"0220","2",역삼 방면,"6","2","1850",선정릉 방면,"2","4","02:10"
160,선릉,"0220","2",역삼 방면,"6","2","1024",한티 방면,"5","1","02:02"
161,선릉,"0220","2",삼성 방면,"5","3","1024",한티 방면,"6","7","02:08"
162,강남,"0222","2",역삼 방면,"5","2","4308",양재 방면,"1","1","05:05"
163,강남,"0222","2",교대 방면,"6","3","4308",양재 방면,"1","1","05:52"
164,교대,"0223","2",서초 방면,"1","1","0331",남부터미널 방면,"3","3","00:57"
165,교대,"0223","2",강남 방면,"10","4","0329",고속터미널 방면,"2","1","02:38"
166,교대,"0223","2",서초 방면,"1","1","0329",고속터미널 방면,"8","2","00:59"
167,교대,"0223","2",강남 방면,"10","4","0331",남부터미널 방면,"9","4","02:38"
168,사당,"0226","2",방배 방면,"6","3","0432",총신대입구 방면,"1","1","03:24"
169,사당,"0226","2",낙성대 방면,"5","3","0432",총신대입구 방면,"7","3","01:55"
170,사당,"0226","2",방배 방면,"6","3","0434",남태령 방면,"10","4","03:22"
171,사당,"0226","2",낙성대 방면,"5","3","0434",남태령 방면,"4","2","01:51"
172,신림,"0230","2",봉천 방면,"5","3","4409",서원 방면,"3","2","03:00"
173,신림,"0230","2",신대방 방면,"6","2","4409",서원 방면,"3","2","03:00"
174,신림,"0230","2",신대방 방면,"6","2","4407",당곡 방면,"1","1","03:00"
175,신림,"0230","2",봉천 방면,"5","3","4407",당곡 방면,"1","1","03:00"
176,대림,"0233","2",구로디지털단지 방면,"4","2","2745",신풍 방면,"1","1","05:55"
177,대림,"0233","2",구로디지털단지 방면,"4","2","2747",남구로 방면,"8","4","05:18"
178,대림,"0233","2",신도림 방면,"7","4","2747",남구로 방면,"8","4","05:21"
179,대림,"0233","2",신도림 방면,"7","4","2745",신풍 방면,"1","1","05:57"
180,신도림,"0234","2",대림 방면,"7","2","1006",영등포 방면,"6","2","02:20"
181,신도림,"0234","2",문래 방면,"4","3","1006",영등포 방면,"7","3","02:36"
182,신도림,"0234","2",대림 방면,"9","3","1701",구로 방면,"5","1","01:57"
183,신도림,"0234","2",문래 방면,"4","3","1701",구로 방면,"5","2","03:30"
184,신도림,"0234","2",문래 방면,"4","3","0247",도림천 방면,"4","1","01:51"
185,신도림,"0234","2",대림 방면,"7","2","0247",도림천 방면,"4","1","01:51"
186,영등포구청,"0236","2",문래 방면,"2","3","2525",영등포시장 방면,"7","2","04:07"
187,영등포구청,"0236","2",문래 방면,"2","3","2523",양평 방면,"2","3","03:50"
188,영등포구청,"0236","2",당산 방면,"7","4","2523",양평 방면,"2","3","05:21"
189,영등포구청,"0236","2",당산 방면,"7","4","2525",영등포시장 방면,"7","2","05:49"
190,당산,"0237","2",합정 방면,"8","1","4114",국회의사당 방면,"1","1","05:22"
191,당산,"0237","2",합정 방면,"8","1","4112",선유도 방면,"6","4","05:16"
192,당산,"0237","2",영등포구청 방면,"3","4","4114",국회의사당 방면,"1","1","05:46"
193,당산,"0237","2",영등포구청 방면,"3","4","4112",선유도 방면,"6","4","05:46"
194,합정,"0238","2",당산 방면,"2","2","2624",상수 방면,"5","3","02:32"
195,합정,"0238","2",당산 방면,"2","2","2622",망원 방면,"6","2","02:31"
196,합정,"0238","2",홍대입구 방면,"9","3","2622",망원 방면,"6","2","02:29"
197,합정,"0238","2",홍대입구 방면,"9","3","2624",상수 방면,"5","3","03:23"
198,홍대입구,"0239","2",신촌 방면,"3","2","1263",서강대 방면,"1","1","06:48"
199,홍대입구,"0239","2",합정 방면,"8","2","1263",서강대 방면,"1","1","06:45"
200,홍대입구,"0239","2",합정 방면,"6","3","4202",공덕 방면,"2","2","11:46"
201,홍대입구,"0239","2",신촌 방면,"3","2","4202",공덕 방면,"2","1","08:28"
202,홍대입구,"0239","2",신촌 방면,"3","2","4204",디지털미디어시티 방면,"5","3","08:31"
203,홍대입구,"0239","2",합정 방면,"8","2","4204",디지털미디어시티 방면,"1","1","10:57"
204,충정로,"0243","2",시청 방면,"9","1","2531",애오개 방면,"5","3","07:14"
205,충정로,"0243","2",아현 방면,"2","4","2533",서대문 방면,"4","1","07:14"
206,충정로,"0243","2",시청 방면,"9","1","2533",서대문 방면,"4","1","07:14"
207,충정로,"0243","2",아현 방면,"2","4","2531",애오개 방면,"5","3","07:14"
208,종로3가,"0319","3",안국 방면,"2","2","0154",종로5가 방면,"6","2","05:19"
209,종로3가,"0319","3",을지로3가 방면,"1","1","0152",종각 방면,"6","4","02:34"
210,종로3가,"0319","3",을지로3가 방면,"2","3","0154",종로5가 방면,"6","2","02:27"
211,종로3가,"0319","3",안국 방면,"10","4","0152",종각 방면,"4","2","03:27"
212,종로3가,"0319","3",을지로3가 방면,"7","2","2536",을지로4가 방면,"1","1","03:46"
213,종로3가,"0319","3",을지로3가 방면,"7","2","2534",광화문 방면,"1","1","03:43"
214,종로3가,"0319","3",안국 방면,"2","2","2534",광화문 방면,"1","1","03:23"
215,종로3가,"0319","3",안국 방면,"9","2","2536",을지로4가 방면,"8","4","05:39"
216,을지로3가,"0320","3",충무로 방면,"4","2","0204",을지로4가 방면,"10","4","03:23"
217,을지로3가,"0320","3",충무로 방면,"7","2","0202",을지로입구 방면,"1","1","03:28"
218,을지로3가,"0320","3",종로3가 방면,"7","2","0204",을지로4가 방면,"10","4","02:39"
219,을지로3가,"0320","3",종로3가 방면,"4","2","0202",을지로입구 방면,"1","1","03:28"
220,충무로,"0321","3",동대입구 방면,"8","4","0424",명동 방면,"5","1","00:49"
221,충무로,"0321","3",을지로3가 방면,"4","2","0424",명동 방면,"5","1","01:46"
222,충무로,"0321","3",을지로3가 방면,"4","4","0422",동대문역사문화공원 방면,"7","1","00:38"
223,충무로,"0321","3",동대입구 방면,"8","2","0422",동대문역사문화공원 방면,"7","1","01:41"
224,약수,"0323","3",금호 방면,"4","3","2633",버티고개 방면,"1","1","04:18"
225,약수,"0323","3",금호 방면,"4","3","2635",청구 방면,"8","4","04:10"
226,약수,"0323","3",동대입구 방면,"7","1","2635",청구 방면,"8","4","04:10"
227,약수,"0323","3",동대입구 방면,"7","1","2633",버티고개 방면,"1","1","04:18"
228,옥수,"0325","3",금호 방면,"7","4","1010",한남 방면,"7","1","05:14"
229,옥수,"0325","3",압구정 방면,"4","1","1012",응봉 방면,"2","4","05:01"
230,옥수,"0325","3",금호 방면,"7","4","1012",응봉 방면,"2","4","04:15"
231,옥수,"0325","3",압구정 방면,"4","1","1010",한남 방면,"7","1","05:20"
232,고속터미널,"0329","3",교대 방면,"2","3","2737",내방 방면,"2","3","04:17"
233,고속터미널,"0329","3",잠원 방면,"9","2","2735",반포 방면,"7","1","04:06"
234,고속터미널,"0329","3",잠원 방면,"7","2","2737",내방 방면,"2","3","04:19"
235,고속터미널,"0329","3",교대 방면,"9","2","2735",반포 방면,"7","1","06:48"
236,고속터미널,"0329","3",교대 방면,"9","2","4122",신반포 방면,"1","2","05:01"
237,고속터미널,"0329","3",잠원 방면,"4","3","4124",사평 방면,"5","1","03:21"
238,고속터미널,"0329","3",교대 방면,"9","2","4124",사평 방면,"5","1","05:03"
239,고속터미널,"0329","3",잠원 방면,"2","3","4122",신반포 방면,"1","2","05:30"
240,교대,"0330","3",남부터미널 방면,"8","2","0224",서초 방면,"10","4","00:57"
241,교대,"0330","3",고속터미널 방면,"3","3","0224",서초 방면,"10","4","00:59"
242,교대,"0330","3",고속터미널 방면,"9","4","0222",강남 방면,"1","1","02:38"
243,교대,"0330","3",남부터미널 방면,"2","1","0222",강남 방면,"1","1","02:38"
244,양재,"0332","3",남부터미널 방면,"5","4","4309",양재시민의숲 방면,"3","3","03:46"
245,양재,"0332","3",남부터미널 방면,"5","4","4307",강남 방면,"4","3","04:16"
246,양재,"0332","3",매봉 방면,"6","1","4309",양재시민의숲 방면,"3","3","03:20"
247,양재,"0332","3",매봉 방면,"6","1","4307",강남 방면,"6","4","03:46"
248,도곡,"0334","3",매봉 방면,"6","3","1026",구룡 방면,"1","2","01:53"
249,도곡,"0334","3",매봉 방면,"6","2","1024",한티 방면,"6","2","02:17"
250,도곡,"0334","3",대치 방면,"5","4","1024",한티 방면,"4","3","01:52"
251,도곡,"0334","3",대치 방면,"5","4","1026",구룡 방면,"6","4","01:52"
252,수서,"0339","3",가락시장 방면,"5","2","1028",대모산입구 방면,"3","1","02:20"
253,수서,"0339","3",가락시장 방면,"5","2","1031",복정 방면,"6","4","02:34"
254,수서,"0339","3",일원 방면,"5","2","1028",대모산입구 방면,"3","1","02:20"
255,수서,"0339","3",일원 방면,"5","2","1031",복정 방면,"6","4","02:34"
256,가락시장,"0340","3",경찰병원 방면,"1","4","2817",송파 방면,"1","1","02:02"
257,가락시장,"0340","3",경찰병원 방면,"1","4","2819",문정 방면,"6","4","01:52"
258,가락시장,"0340","3",수서 방면,"10","1","2819",문정 방면,"6","4","01:52"
259,가락시장,"0340","3",수서 방면,"10","1","2817",송파 방면,"1","1","02:02"
260,대곡,"1953","3",백석 방면,"3","4","1271",능곡 방면,"4","2","05:11"
261,대곡,"1953","3",백석 방면,"3","4","1272",곡산 방면,"5","3","05:19"
262,대곡,"1953","3",화정 방면,"8","1","1271",능곡 방면,"4","2","05:22"
263,대곡,"1953","3",화정 방면,"8","1","1272",곡산 방면,"5","3","05:27"
264,노원,"0411","4",창동 방면,"1","1","2714",마들 방면,"8","4","08:20"
265,노원,"0411","4",상계 방면,"10","4","2716",중계 방면,"1","1","09:19"
266,노원,"0411","4",상계 방면,"10","4","2714",마들 방면,"8","4","09:01"
267,노원,"0411","4",창동 방면,"1","1","2716",중계 방면,"1","1","08:20"
268,창동,"0412","4",노원 방면,"5","4","1901",방학 방면,"7","2","02:10"
269,창동,"0412","4",쌍문 방면,"10","4","1901",방학 방면,"7","2","02:15"
270,창동,"0412","4",쌍문 방면,"10","4","1021",녹천 방면,"4","4","02:34"
271,창동,"0412","4",노원 방면,"5","4","1021",녹천 방면,"4","4","02:11"
272,성신여대입구,"0418","4",한성대입구 방면,"5","2","4710",정릉 방면,"2","1","05:15"
273,성신여대입구,"0418","4",길음 방면,"5","4","4712",보문 방면,"1","2","02:21"
274,성신여대입구,"0418","4",한성대입구 방면,"5","2","4712",보문 방면,"1","2","02:17"
275,성신여대입구,"0418","4",길음 방면,"5","4","4710",정릉 방면,"2","1","02:19"
276,동대문,"0421","4",혜화 방면,"4","1","0154",종로5가 방면,"9","3","05:09"
277,동대문,"0421","4",동대문역사문화공원 방면,"3","3","0154",종로5가 방면,"9","3","04:13"
278,동대문,"0421","4",혜화 방면,"3","4","0159",동묘앞 방면,"1","3","05:25"
279,동대문,"0421","4",동대문역사문화공원 방면,"3","3","0159",동묘앞 방면,"1","3","05:28"
280,동대문역사문화공원,"0422","4",동대문 방면,"1","2","0206",신당 방면,"2","3","00:43"
281,동대문역사문화공원,"0422","4",충무로 방면,"8","3","0204",을지로4가 방면,"8","2","03:23"
282,동대문역사문화공원,"0422","4",동대문 방면,"1","2","0204",을지로4가 방면,"9","1","01:56"
283,동대문역사문화공원,"0422","4",충무로 방면,"8","3","0206",신당 방면,"3","3","03:23"
284,동대문역사문화공원,"0422","4",동대문 방면,"9","2","2538",청구 방면,"8","4","04:00"
285,동대문역사문화공원,"0422","4",충무로 방면,"2","3","2536",을지로4가 방면,"1","2","03:54"
286,동대문역사문화공원,"0422","4",동대문 방면,"1","2","2536",을지로4가 방면,"1","1","07:35"
287,동대문역사문화공원,"0422","4",충무로 방면,"2","3","2538",청구 방면,"8","4","03:50"
288,충무로,"0423","4",동대문역사문화공원 방면,"5","1","0320",을지로3가 방면,"8","2","00:38"
289,충무로,"0423","4",동대문역사문화공원 방면,"5","1","0322",동대입구 방면,"4","4","01:41"
290,충무로,"0423","4",명동 방면,"7","1","0320",을지로3가 방면,"8","4","01:46"
291,충무로,"0423","4",명동 방면,"7","1","0322",동대입구 방면,"4","2","00:49"
292,서울역,"0426","4",숙대입구 방면,"10","4","1002",남영 방면,"10","4","03:40"
293,서울역,"0426","4",회현 방면,"1","1","0151",시청 방면,"1","2","03:40"
294,서울역,"0426","4",숙대입구 방면,"10","4","0151",시청 방면,"1","2","03:40"
295,서울역,"0426","4",회현 방면,"1","1","1002",남영 방면,"10","4","03:40"
296,서울역,"0426","4",회현 방면,"3","3","4202",공덕 방면,"2","4","15:21"
297,서울역,"0426","4",숙대입구 방면,"8","1","4202",공덕 방면,"2","4","15:21"
298,삼각지,"0428","4",숙대입구 방면,"1","1","2628",효창공원앞 방면,"3","1","03:44"
299,삼각지,"0428","4",신용산 방면,"10","4","2630",녹사평 방면,"3","1","03:37"
300,삼각지,"0428","4",신용산 방면,"10","4","2628",효창공원앞 방면,"6","4","03:37"
301,삼각지,"0428","4",숙대입구 방면,"1","1","2630",녹사평 방면,"6","4","03:44"
302,이촌,"0430","4",동작 방면,"7","2","100C",용산 방면,"5","2","03:22"
303,이촌,"0430","4",동작 방면,"7","2","1009",서빙고 방면,"4","2","02:12"
304,이촌,"0430","4",신용산 방면,"4","2","100C",용산 방면,"5","2","03:42"
305,이촌,"0430","4",신용산 방면,"4","2","1009",서빙고 방면,"4","2","03:25"
306,동작,"0431","4",이촌 방면,"8","4","4119",흑석 방면,"6","4","08:30"
307,동작,"0431","4",이촌 방면,"8","4","4121",구반포 방면,"6","4","08:30"
308,동작,"0431","4",총신대입구 방면,"2","4","4119",흑석 방면,"6","4","08:20"
309,동작,"0431","4",총신대입구 방면,"2","4","4121",구반포 방면,"6","4","08:20"
